1288652	411
1138419	516
1187840	453
1903834	304
1236069	357
845052	235
1850459	456
1739874	85
927346	459
1253909	557
302477	610
800288	36
1072997	226
1344259	255
495179	184
1150587	405
94612	583
243153	552
216671	152
1328493	591
1348388	424
122480	347
1060684	89
1761463	507
32527	609
1290718	3
643380	334
116411	273
1846193	162
310802	84
1208674	396
1585455	13
145209	463
1896251	10
125203	360
835416	168
1540661	123
990724	183
257339	57
313595	147
1336855	533
336692	81
652141	195
1678600	358
415174	425
395506	472
779354	403
60822	502
1414884	439
377683	158
910124	92
494334	189
915769	109
1787275	105
1847670	547
91029	160
991760	293
290609	433
1651014	580
937344	314
558817	298
815519	326
947056	270
1491497	64
1505890	234
299300	301
1384001	292
302925	574
1196492	286
1861003	120
1459106	58
492082	154
297360	228
1599597	414
182207	27
845532	218
1341747	457
651660	225
1238882	171
506862	330
1117351	241
1065747	455
777962	4
1304402	384
1232746	44
577012	157
62345	69
1287332	447
810315	206
1205581	386
83970	606
956980	392
86038	336
667704	476
552189	6
1104392	289
1256007	232
521517	247
1744290	1
1430600	570
1936831	427
1703848	231
544737	127
1178398	130
1621659	15
647642	468
26329	253
1569952	11
1371931	508
415130	399
399612	581
1854922	450
645632	148
695966	121
553562	363
1914216	50
1712519	435
784411	323
1786121	177
320896	390
1801542	103
776386	49
1896559	223
1388866	586
1392147	211
1262101	96
602656	615
948969	9
1899311	214
828542	496
1523238	614
1059452	311
816193	569
1397481	594
1041999	421
533682	513
1472976	295
100759	332
119190	90
762870	415
1893009	595
1638271	135
311788	335
894184	113
993815	315
755734	426
1537457	596
769161	308
713291	370
795073	541
857308	380
748898	59
1584064	498
1308123	95
595168	601
267020	7
1301043	378
422706	499
1826394	364
1186849	329
824310	428
1290094	100
1871456	331
1850262	275
664647	409
1295578	351
705651	28
1392033	550
774429	477
941662	362
1460012	297
730090	117
1710582	442
999805	388
1099315	613
646858	306
525033	564
1333900	212
1365745	368
206390	509
1838964	97
1679010	261
1736724	204
1366186	72
1904703	593
595491	490
1091393	276
109069	29
975440	407
190818	251
945819	71
762617	258
1328289	462
1114065	555
212567	543
349166	395
168123	493
1678113	151
695565	34
360237	38
1938215	43
611323	579
429270	517
1244935	485
1051369	578
395118	565
1872127	128
427633	229
981688	432
656693	246
